t,gx,gy,pupil,valid,subj,trial,label
0.0,960.9297450227374,538.3403717672128,4.124602573141722,1,4,7,1
0.008333333333333333,961.4042638827316,538.2817373616218,4.072817852799802,1,4,7,1
0.016666666666666666,960.2527478721852,537.9865580831017,4.034019021900023,1,4,7,1
0.025,960.3102522680127,537.6383765298648,4.065103853859798,1,4,7,1
0.03333333333333333,959.430365455799,536.7327300277464,4.082473647113834,1,4,7,1
0.041666666666666664,960.1625294968063,537.1558850353582,4.094646770320649,1,4,7,1
0.05,960.6240579051871,536.8933568889983,4.1476147357017465,1,4,7,1
0.058333333333333334,960.4218997721175,538.295589008291,4.115167926072184,1,4,7,1
0.06666666666666667,960.0941691885109,538.0708096585464,4.080559391792434,1,4,7,1
0.075,959.5254854169679,537.7621831607909,4.112489987955256,1,4,7,1
0.08333333333333333,960.9099671938862,538.3129373405627,4.101024354696536,1,4,7,1
0.09166666666666666,960.997454357745,538.8670905110621,4.126174423385015,1,4,7,1
0.1,960.2295448727382,539.9314431268295,4.139208419124271,1,4,7,1
0.10833333333333334,959.1181382367624,539.5997803069087,4.118121153004678,1,4,7,1
0.11666666666666667,959.1543055627761,540.4512988321467,4.157777413115166,1,4,7,1
0.125,959.2394607881384,539.897917160061,4.1920679764167925,1,4,7,1
0.13333333333333333,958.9811456166336,540.6795880784867,4.140459150920295,1,4,7,1
0.14166666666666666,958.3909263056702,541.3908572332774,4.153312010151887,1,4,7,1
0.15,957.2119625579355,540.9979250148456,4.036989847024927,1,4,7,1
0.15833333333333333,957.5848760731578,541.1495690059708,4.0988486285946175,1,4,7,1
0.16666666666666666,958.1628686398878,539.6289574666492,4.1590713743350225,1,4,7,1
0.175,958.8556908094472,540.1589362541142,4.0985092519585775,1,4,7,1
0.18333333333333332,958.1009180130958,541.3218862099875,4.134486676662079,1,4,7,1
0.19166666666666668,958.5877649019598,541.1208485214801,4.078973833240168,1,4,7,1
0.2,959.8394256478923,540.7903019770856,4.10065451843922,1,4,7,1
0.20833333333333334,959.8794545889914,541.3823197140795,4.131741762447582,1,4,7,1
0.21666666666666667,960.7941042172012,540.945189275192,4.098159615989915,1,4,7,1
0.225,960.2261705381005,542.1670565991559,4.105371922547761,1,4,7,1
0.23333333333333334,960.5626434298897,541.1131283454106,4.038454429001923,1,4,7,1
0.24166666666666667,960.3837395702785,540.788794098709,4.1021997834099375,1,4,7,1
0.25,959.6332261029225,542.0286898431057,4.124230774131751,1,4,7,1
0.25833333333333336,959.0522221425085,541.8384351112302,4.142132941439317,1,4,7,1
0.26666666666666666,958.5893124286376,540.3787692443086,4.155728819959448,1,4,7,1
