t,gx,gy,pupil,valid,subj,trial,label
0.0,960.8457734081449,540.3864307748411,3.2149078166686285,1,0,9,0
0.008333333333333333,961.2968254784918,540.5248952157636,3.210626626410084,1,0,9,0
0.016666666666666666,961.6212081712869,539.4727319624967,3.183006720232667,1,0,9,0
0.025,960.8828468683258,539.0573218485472,3.190649883962221,1,0,9,0
0.03333333333333333,960.8719506085353,538.9050168984666,3.1924322921703214,1,0,9,0
0.041666666666666664,960.7920630757928,538.8596165216753,3.168622064112241,1,0,9,0
0.05,961.1181327772689,538.9536713512409,3.234802685888256,1,0,9,0
0.058333333333333334,961.5162900636651,538.8138994132152,3.1899918741944044,1,0,9,0
0.06666666666666667,962.0646537822541,538.7014506565977,3.194286737727717,1,0,9,0
0.075,962.822126926309,538.4272332212964,3.1967789445475443,1,0,9,0
0.08333333333333333,962.0906741520149,538.62632885006,3.177104616987096,1,0,9,0
0.09166666666666666,962.2859228016555,537.703718874367,3.1998697536477914,1,0,9,0
0.1,962.2820566489106,538.2369266949116,3.2038891460813543,1,0,9,0
0.10833333333333334,963.077148107471,537.9570793706965,3.2488329177329156,1,0,9,0
0.11666666666666667,963.4885131703181,537.2515721939131,3.211826162131984,1,0,9,0
0.125,1272.2303187359398,487.94008848134706,3.188443297790477,1,0,9,0
0.13333333333333333,1272.603531841489,487.6476504977851,3.2226993769883965,1,0,9,0
0.14166666666666666,963.5138033285527,536.5148573791519,3.211890529566214,1,0,9,0
0.15,963.4124406419841,536.4497778846387,3.206732876922055,1,0,9,0
0.15833333333333333,962.2930004825233,536.058538636499,3.225376814336057,1,0,9,0
0.16666666666666666,962.5426353206694,536.103699460571,3.224307957920659,1,0,9,0
0.175,962.4509660556997,536.3356420368448,3.220337424509613,1,0,9,0
0.18333333333333332,962.2793622906942,535.9756667621489,3.209393860579845,1,0,9,0
0.19166666666666668,961.9818149320477,535.9549411579912,3.230748068440151,1,0,9,0
0.2,961.1420304761045,536.2518560632499,3.2552443659611905,1,0,9,0
0.20833333333333334,960.3846220322623,535.7931483973222,3.2533865690460604,1,0,9,0
0.21666666666666667,960.9340796233314,535.3598623418889,3.2022547277600957,1,0,9,0
0.225,961.2993344830624,534.5824473761248,3.2428693020839776,1,0,9,0
0.23333333333333334,961.6612024777543,534.2565345140749,3.2576380803126024,1,0,9,0
0.24166666666666667,962.0631067536004,534.3642077590977,3.2243539590928876,1,0,9,0
0.25,961.5380945703193,534.3671777253252,3.269364411484074,1,0,9,0
0.25833333333333336,961.7683885666735,534.3686953930479,3.2527227788751603,1,0,9,0
0.26666666666666666,962.2839757399104,534.8780770523117,3.2658121457059854,1,0,9,0
0.275,962.1609847920719,534.4003739059414,3.233545127860143,1,0,9,0
0.2833333333333333,962.4050033369517,534.183215395044,3.2691507962520356,1,0,9,0
0.2916666666666667,962.4834565798429,533.6998393388527,3.211455074719179,1,0,9,0
0.3,961.8145655384649,533.9402367735187,3.228059683135696,1,0,9,0
0.30833333333333335,962.0963201643386,534.3313707694824,3.212875040004228,1,0,9,0
0.31666666666666665,962.6510466573156,534.2829177015094,3.231819361433674,1,0,9,0
0.325,962.3786082900875,534.7825496828362,3.24111745709737,1,0,9,0
0.3333333333333333,960.6805258141646,534.2788260541545,3.2341112071617726,1,0,9,0
0.3416666666666667,960.5551062771348,534.3502292430298,3.2623320831981,1,0,9,0
0.35,960.2645907024572,533.6049831326344,3.2874424962085036,1,0,9,0
0.35833333333333334,960.4095295690104,533.0457945415396,3.248726889636949,1,0,9,0
0.36666666666666664,959.8852510949151,533.1039335105594,3.244646370585636,1,0,9,0
0.375,960.2331613611373,533.0443109604129,3.252251994949255,1,0,9,0
0.38333333333333336,960.1501892725589,533.4434004575896,3.241898261623622,1,0,9,0
0.39166666666666666,960.6778631306296,533.8367096865022,3.2369517249566853,1,0,9,0
0.4,959.5034202443785,533.0045940920197,3.237920410511855,1,0,9,0
0.4083333333333333,959.6612446156439,532.6798052925218,3.2474467635461934,1,0,9,0
0.4166666666666667,958.453073230423,533.0258601177186,3.261510104268342,1,0,9,0
0.425,958.3383354711814,532.8717190914268,3.2423975397285587,1,0,9,0
0.43333333333333335,958.1912245642421,533.2930552843603,3.2407511538818627,1,0,9,0
0.44166666666666665,957.8863539025823,533.8270534691815,3.282370720590356,1,0,9,0
0.45,957.6216161566123,533.9985118092851,3.2449067165152576,1,0,9,0
0.4583333333333333,957.6373836195759,534.1649786692624,3.2592165307466057,1,0,9,0
0.4666666666666667,957.4587837124398,533.4387107615449,3.2305373164046562,1,0,9,0
0.475,958.327816708009,533.0546722379362,3.25065077574982,1,0,9,0
0.48333333333333334,957.5607310116529,533.4886562480548,3.247550197430243,1,0,9,0
0.49166666666666664,957.8603062043579,533.6689092832777,3.2546267005277603,1,0,9,0
0.5,957.7237191490724,533.7661945207648,3.215997469830123,1,0,9,0
0.5083333333333333,957.7077438935286,533.6435825837591,3.2495399612848597,1,0,9,0
0.5166666666666667,957.0963620573467,533.3138898792323,3.2872958994722903,1,0,9,0
0.525,956.7672042220197,532.4006089398478,3.278731679028111,1,0,9,0
0.5333333333333333,955.9462809958223,532.2196415473686,3.2672147296402074,1,0,9,0
0.5416666666666666,955.9365307287563,532.1212215542824,3.331049334712813,1,0,9,0
0.55,955.6268218929471,531.9276877059917,3.259021734317812,1,0,9,0
0.5583333333333333,955.3217876878743,532.1748890031733,3.292406907346585,1,0,9,0
0.5666666666666667,954.6037505405404,532.2130016470144,3.26547045584352,1,0,9,0
0.575,955.5739224960861,532.0964507575684,3.3044623341084143,1,0,9,0
0.5833333333333334,955.9127218954467,531.4101705279029,3.313528296062443,1,0,9,0
0.5916666666666667,955.4580517294052,530.769901591574,3.287660856501186,1,0,9,0
0.6,955.1825102611613,530.6048242980103,3.259587056936856,1,0,9,0
0.6083333333333333,955.1954455543663,531.6027130225937,3.2434642787832346,1,0,9,0
0.6166666666666667,954.5090864761876,531.9091411314172,3.2318799913594236,1,0,9,0
0.625,954.4594940126052,532.220329961216,3.277324671055019,1,0,9,0
0.6333333333333333,954.5355000261412,532.7832716081225,3.2669645126586597,1,0,9,0
0.6416666666666667,954.5340231827049,532.4495394053012,3.2769304345332464,1,0,9,0
0.65,954.696968916037,532.636723226299,3.233924274273725,1,0,9,0
0.6583333333333333,955.5493548956925,533.3491794370126,3.264021878889646,1,0,9,0
0.6666666666666666,955.5076779677609,533.161441272817,3.266048000772763,1,0,9,0
0.675,955.6813524589891,532.944419983237,3.2855198905991525,1,0,9,0
0.6833333333333333,956.1886664740074,532.888574355483,3.266575627040253,1,0,9,0
0.6916666666666667,956.5082646197015,533.239491014119,3.299513994152833,1,0,9,0
0.7,956.0762961284996,533.5350040560612,3.2614181960602093,1,0,9,0
0.7083333333333334,956.3232872381597,533.4970915831769,3.29011995305423,1,0,9,0
