t,gx,gy,pupil,valid,subj,trial,label
0.0,961.2507923242702,540.2946352039236,3.2343355382158654,1,0,3,0
0.008333333333333333,962.0638285304032,540.5157427979005,3.224922045550802,1,0,3,0
0.016666666666666666,961.8638428969158,540.4656608314216,3.216127588040932,1,0,3,0
0.025,961.701246076305,540.367059794543,3.171849944363025,1,0,3,0
0.03333333333333333,961.7139504085566,540.8582577924972,3.197509758547115,1,0,3,0
0.041666666666666664,961.6514481385155,540.4806995180711,3.1937678148218294,1,0,3,0
0.05,961.0170888147214,540.2153132997499,3.1789481253345606,1,0,3,0
0.058333333333333334,961.0603428653174,540.6779317448027,3.2053849498270117,1,0,3,0
0.06666666666666667,961.4080187437511,542.093568179739,3.2180123159275156,1,0,3,0
0.075,961.8494274061995,541.8283330572838,3.184962824345038,1,0,3,0
0.08333333333333333,961.8145368180207,542.081819497547,3.1763019808682156,1,0,3,0
0.09166666666666666,961.3360556645374,542.1874851951911,3.204836900649688,1,0,3,0
0.1,960.7915804578142,542.0858543746995,3.1932794050337105,1,0,3,0
0.10833333333333334,961.0313608557929,541.9758353854268,3.1950005068968483,1,0,3,0
0.11666666666666667,961.6026665808273,541.7991150206609,3.262447279484316,1,0,3,0
0.125,961.039068779965,542.143863567373,3.2407502109497317,1,0,3,0
0.13333333333333333,961.6127034332054,542.4730958819115,3.2447211827654012,1,0,3,0
0.14166666666666666,960.8972936871938,541.8307127680628,3.1952205852312185,1,0,3,0
0.15,960.9299368832991,541.1321322653017,3.213173013986972,1,0,3,0
0.15833333333333333,960.7514106350156,541.1371587785001,3.2258590364225346,1,0,3,0
0.16666666666666666,960.2715568757019,541.2222878490435,3.230647573563765,1,0,3,0
0.175,959.798254334942,541.5080697761604,3.2209141060432223,1,0,3,0
0.18333333333333332,959.470922306496,541.5503955060803,3.2452614789203977,1,0,3,0
0.19166666666666668,959.5996003182781,541.9494358177708,3.2302640021990925,1,0,3,0
0.2,958.9797376500171,542.6661391607595,3.2131562165922536,1,0,3,0
0.20833333333333334,959.3169101973407,541.8261860409195,3.2138214072680986,1,0,3,0
0.21666666666666667,959.1422643319999,541.5254834133799,3.255102427953999,1,0,3,0
0.225,958.9184656281408,542.0606659145743,3.2652963356357123,1,0,3,0
0.23333333333333334,958.5755758873961,541.4048031252577,3.291458250067976,1,0,3,0
0.24166666666666667,958.2766129147516,541.2673470864661,3.2903733515178786,1,0,3,0
0.25,958.4957637508428,541.893357689158,3.243708201208046,1,0,3,0
0.25833333333333336,957.9573210835097,541.3167865186873,3.2749062666282294,1,0,3,0
0.26666666666666666,957.7464359815256,540.8832642492815,3.278657628067566,1,0,3,0
0.275,957.697832195027,541.3284613637538,3.2500513428700564,1,0,3,0
0.2833333333333333,957.2882360309279,541.6503588972172,3.2724910523988737,1,0,3,0
0.2916666666666667,957.3435033279413,541.833378720895,3.265511448755937,1,0,3,0
0.3,957.1615841399307,542.2069052549207,3.263426160063122,1,0,3,0
0.30833333333333335,956.9440463418313,542.7984164685705,3.2754798038366557,1,0,3,0
0.31666666666666665,956.4576860160098,543.4791884472519,3.274440095968559,1,0,3,0
0.325,956.7052164528365,542.7193875945217,3.2932733133802627,1,0,3,0
0.3333333333333333,956.6852654180518,543.240157021458,3.289314841191643,1,0,3,0
0.3416666666666667,956.681720390336,542.4561760517398,3.270615252286462,1,0,3,0
0.35,957.0262877096065,542.5380612809429,3.291610430938978,1,0,3,0
0.35833333333333334,956.4806355582974,543.0065870389901,3.2864020574412125,1,0,3,0
0.36666666666666664,956.9116192580453,542.2782857656073,3.311092280720924,1,0,3,0
0.375,955.70062704833,542.7665561212431,3.3127010624964504,1,0,3,0
0.38333333333333336,955.4984243662782,543.2863700860966,3.296347542204544,1,0,3,0
0.39166666666666666,955.3759579607263,543.3261885243605,3.316170074376655,1,0,3,0
0.4,956.048224744059,542.9739668219942,3.2909875986964034,1,0,3,0
0.4083333333333333,955.5506919537424,542.9394363572421,3.3109544125840875,1,0,3,0
0.4166666666666667,955.4667537918086,543.7943171542775,3.289403952436742,1,0,3,0
0.425,954.0100900605897,543.8517231605322,3.279572128884937,1,0,3,0
0.43333333333333335,954.4882307250805,544.0515749173484,3.325978697004688,1,0,3,0
0.44166666666666665,954.1772404779099,544.1805175177122,3.2778360929768033,1,0,3,0
0.45,953.5564669066906,544.8715274965879,3.3201776781692924,1,0,3,0
0.4583333333333333,952.8109739555689,544.8141383730281,3.287005953730708,1,0,3,0
0.4666666666666667,952.8825642666454,543.6759753966996,3.2997987825575894,1,0,3,0
0.475,953.6313045727161,543.9675051378844,3.3231773983411474,1,0,3,0
0.48333333333333334,954.0891833412039,543.4502603691914,3.327777967137939,1,0,3,0
0.49166666666666664,954.225214859495,543.2703432094912,3.2999027820395406,1,0,3,0
0.5,954.8724145655392,543.9433735321619,3.2780558827875383,1,0,3,0
0.5083333333333333,954.6514603494156,543.8771567507201,3.2980259910400536,1,0,3,0
0.5166666666666667,954.9903956128169,543.570046521725,3.3501088863777584,1,0,3,0
0.525,955.8581203497431,543.4029672963492,3.2544303876124268,1,0,3,0
0.5333333333333333,956.3630006248701,543.544670758498,3.2634486757095154,1,0,3,0
0.5416666666666666,956.1136772496719,544.0415756918895,3.283609240955153,1,0,3,0
0.55,955.9685289537194,543.2282013577739,3.2791786444472715,1,0,3,0
0.5583333333333333,955.4731457028944,543.2185517924767,3.2910299008675485,1,0,3,0
0.5666666666666667,954.9384170063303,542.9549453139109,3.2897842844220078,1,0,3,0
0.575,954.5314453811915,543.2000284121119,3.314343334861792,1,0,3,0
0.5833333333333334,954.4972681127646,543.6212812888864,3.2932742620406046,1,0,3,0
0.5916666666666667,955.3390591097117,543.6305614986428,3.2963011429147477,1,0,3,0
0.6,955.9097153714001,544.2637466566434,3.285715436361132,1,0,3,0
0.6083333333333333,955.8336419009455,544.0285548288106,3.3175847341415468,1,0,3,0
0.6166666666666667,955.7229536937891,543.7637747952646,3.291024940271177,1,0,3,0
0.625,954.5792941109931,544.3485325638849,3.3031967114938734,1,0,3,0
0.6333333333333333,954.3436781711082,545.1080506479369,3.286535157175079,1,0,3,0
0.6416666666666667,953.7317263624702,544.9666771475943,3.264782326517434,1,0,3,0
0.65,954.4570098967159,544.9461853299606,3.2538578921094934,1,0,3,0
0.6583333333333333,953.9658295316507,544.6495787856197,3.259030171334791,1,0,3,0
0.6666666666666666,953.6888689904785,544.6732647258787,3.237937101063172,1,0,3,0
0.675,953.3916810607043,544.6410217157184,3.2862246756638327,1,0,3,0
0.6833333333333333,953.6096019733825,544.0097720028355,3.284082698586304,1,0,3,0
0.6916666666666667,953.846683185071,544.137818775279,3.2596512193985006,1,0,3,0
0.7,953.7564081842335,543.770554373113,3.27924895030922,1,0,3,0
0.7083333333333334,954.8617368191974,543.5941903090464,3.2902932629157386,1,0,3,0
0.7166666666666667,318.25376533046585,730.1868814461494,3.2718898094043527,1,0,3,0
0.725,318.0765478181081,730.8455466820662,3.2601289774741753,1,0,3,0
0.7333333333333333,954.7427052529093,544.5447687753688,3.296723838531942,1,0,3,0
0.7416666666666667,954.9586992699054,543.8748147988478,3.2931053101165917,1,0,3,0
0.75,954.614277333929,544.4307036763173,3.2695724576088305,1,0,3,0
0.7583333333333333,954.66926266019,544.671576455986,3.314745707552401,1,0,3,0
0.7666666666666667,954.8231590716273,545.8336326845796,3.2652059459705463,1,0,3,0
0.775,954.5250063777366,545.290470587638,3.2846666436853282,1,0,3,0
0.7833333333333333,954.0494778884654,545.5340228495352,3.2905854944982416,1,0,3,0
0.7916666666666666,953.109602257649,545.0178389157913,3.30136894783652,1,0,3,0
0.8,952.7058638214535,545.5927624654648,3.3172630998498462,1,0,3,0
0.8083333333333333,952.954462231125,545.2638044186027,3.303913275830901,1,0,3,0
0.8166666666666667,952.3949352792092,545.8672606327482,3.3025646118696996,1,0,3,0
0.825,953.1706681171911,545.3752811143548,3.263914619805492,1,0,3,0
0.8333333333333334,954.0198581949,545.0903312172604,3.2895683528094937,1,0,3,0
0.8416666666666667,953.763373022227,544.3959475240757,3.2685293901485615,1,0,3,0
0.85,954.2022507299272,544.6029858890932,3.2994530914220497,1,0,3,0
0.8583333333333333,954.63962656117,544.9830832745291,3.287211580486491,1,0,3,0
0.8666666666666667,955.3215054863689,544.4299948424961,3.2883835291958423,1,0,3,0
0.875,955.0852190547066,544.1523355463894,3.2872506218560535,1,0,3,0
0.8833333333333333,955.9240011693902,543.7658069513939,3.256828466495466,1,0,3,0
0.8916666666666667,955.618796235065,544.234419185449,3.3183555745699898,1,0,3,0
0.9,955.7023556092215,544.5784005148851,3.262389141552564,1,0,3,0
0.9083333333333333,955.9248286085075,545.0245565905728,3.3211001581560495,1,0,3,0
0.9166666666666666,954.7382243245581,544.5202190165456,3.286033726143489,1,0,3,0
0.925,955.691887702044,544.4886151887875,3.299924250549608,1,0,3,0
0.9333333333333333,955.6452191892123,545.0263367166311,3.2960783076635916,1,0,3,0
0.9416666666666667,955.8374196289668,545.4852973980509,3.2802388657335944,1,0,3,0
